task	query	url	rank	query_relevance	task_relevance
2	张裕酒庄 攻略	http://go.ly.com/gonglve/jing-zizhu--137415/	5	0	0
3	 清华附近 哪里有卖自行车	http://k.pcauto.com.cn/question/576500.html	2	3	2
12	辽宁号的基本信息（如排水量，舰长，舷宽，船员人数，航速，武器装备等），辽宁号的历史，航母能起到的战略作用，相对于其他国家的航母，辽宁号的优势和劣势等信息	http://www.360doc.com/content/17/0522/10/15594929_656086126.shtml	0	3	3
10	港版 iphone6缴纳关税	http://news.sina.com.cn/o/2014-09-30/095930937883.shtml	7	3	3
4	 美国 托运禁止物品	http://www.chineseinla.com/keyword/id_103952/keyid_2678694.html	8	2	2
4	 国际 手提行李 流体	http://www.newsmth.net/nForum/article/FeiyueLaoyou/147660?au=zebrawang	9	2	2
8	 谷歌眼镜购买	http://www.newhua.com/2014/0411/256969.shtml	0	3	3
2	古北水镇	http://www.beijing.gov.cn/zhuanti/rwbj/gbsz/	6	3	2
7	 戒烟方法	http://www.haodf.com/zhuanjiaguandian/baoh123_35716.htm	6	3	3
2	 北京周边景区七日游 路线	http://bj.58.com/lvyouxianlu/pve_7588_7_7/	3	2	2
3	清华大学自行车售卖点	https://iask.sina.com.cn/b/KxVyPL6at9.html	0	3	3
2	 5月份北京周边游玩景点	http://www.yododo.com/ask/0120C7B2E6A52446FF80808120C532A3/?pager.offset=5	7	3	2
10	 国内和香港iphone6价格	http://news.tootour.com/a/73101.aspx	2	3	3
2	十渡	http://www.tuniu.com/guide/v-shidu-35390/	3	3	2
11	 清华大学游泳馆办理游泳卡价格	http://www.dianping.com/shop/2340301/review_more	2	2	3
11	清华游泳馆 位置	http://www.samulu.com/company/50308598	8	0	0
10	香港苹果官网	https://www.apple.com/hk-zh-hiEd/shop	2	3	2
1	 破冰游戏 面试	http://www.360doc.com/content/11/0629/14/1804617_130342700.shtml	8	2	2
3	淘宝	http://home.shuju.taobao.com/	8	0	0
10	 香港iphone6报价	http://www.babytree.com/community/guangzhou/topic_28947803.html	3	3	3
10	港版iphone6 内地运营商	http://sh.qq.com/a/20140911/004472.htm	4	2	2
10	把iphone6带回国内是否需要缴纳关税	http://baike.1688.com/doc/view-d43962775.html	7	2	2
4	 美国 托运 规定	http://www.dragonsea-china.com/express_view/HL_10591.html	5	3	3
11	清华大学陈明游泳馆	http://map.baidu.com/detail?qt=ninf&uid=d5464cf833441f54fca77897&detail=life&from=alamap&tpl=mapdots	4	3	3
2	北京大溪地度假村 门票交通	http://news.ptotour.com/67680/	2	1	1
3	死飞报价	http://www.hc360.com/price/diandongsifei.html	3	3	2
2	 北京周边旅游地点	http://wan.cncn.com/guide_11499.htm	2	3	2
4	国际航班 必须随身携带物品	http://www.taofang.com.cn/nmg/news/newsinfo.asp?newsid=99578	4	1	1
2	木兰围场	http://www.bashang.net/weichang/	4	3	2
3	东升车行	http://dianhua.mapbar.com/MAPAQAYOQNJPXBTRHWFMZWZ.html	5	1	1
7	 戒烟的方法	http://www.jiew.cn/	4	0	0
10	iPhone 6 港版 	http://product.pcpop.com/000696155/Index.html	0	1	1
3	 死飞自行车 购买注意事项	http://detail.1688.com/offer/1131967588.html	6	0	0
3	Makara死飞公园 价位	http://poi.mapbar.com/beijing/MAPICEZBZAQOFWZAXASIC	6	1	1
3	死飞自行车 价格	https://search.suning.com/0148v.html	7	3	3
4	 美国 国际航班对行李公斤限额	https://www.tutengdai.com/news/detail/179593	4	3	3
2	 北京周边景区 路线	http://www.ujj.com.cn/	9	3	1
3	 死飞 清华	http://news.ifeng.com/a/20150626/44046785_0.shtml	5	0	0
8	谷歌眼镜目前售价	http://news.youth.cn/jsxw/201308/t20130808_3662725.htm	6	3	3
3	 清华 死飞自行车	http://xian.kuyiso.com/zixingche/vve7_r800-1000/	7	1	1
4	 国际航班行李	http://www.southmoney.com/redianxinwen/201703/1162534.html	3	3	3
2	 北京 蜂窝网	https://www.lagou.com/gongsi/3828.html	6	2	1
4	 国际航班对于行李的要求	http://www.zcair.com/newsshows.asp?pid=3&id=1410	6	3	3
3	 死飞自行车 价格区间	http://wulanchabu.baixing.com/ershouzixingche/m177881-m177950-%E4%BB%B7%E6%A0%BC_1000/	3	2	2
10	 港版iphone支持国内运营商吗	http://tech.163.com/14/0902/08/A54I7QVR00094ODV.html	3	2	2
11	 陈明游泳馆办理游泳卡价格	http://fenlei.iask.sina.com.cn/detail/22679713.html	7	1	0
2	山东 蚂蜂窝	http://www.360doc.com/document/17/0824/18/363181_681834816.shtml	1	3	1
7	 戒烟方式，好处及副作用	http://www.yaozui.com/p/291415	9	3	3
3	 死飞 北京	http://china.makepolo.com/product-detail/100259091599.html	2	3	3
10	从香港买iphone要收关税吗	http://bbs.feng.com/read-htm-tid-1544719.html	0	1	1
4	 手提行李重量限制	https://zh.virginatlantic.com/cn/zh-hans/travel-information/baggage-allowance/hand-baggage.html	5	0	0
2	5月北京周边城市7日游	http://ask.wenku1.com/question/%E5%8C%97%E4%BA%AC%E5%91%A8%E8%BE%B9%E4%B8%80%E6%97%A5%E6%B8%B8%E6%94%BB%E7%95%A5.htm	6	1	3
4	国际航班哪些物品必须托运	http://www.93ta.com/question/10401594/	1	3	3
2	山东游玩	http://lxs.cncn.com/73442/n304980	9	3	2
11	 清华大学陈明游泳馆价格	http://www.dianping.com/review/35598882	2	3	3
3	买死飞注意事项	https://www.lookmw.cn/doc/luzbii.html	4	2	2
10	 iPhone 6报价	http://www.techweb.com.cn/playerbuy/2017-07-31/2566159.shtml	6	2	2
7	 戒烟的好处	http://www.haodf.com/zhuanjiaguandian/wangyonglong_1387612791.htm	7	3	2
4	 坐飞机手提行李规格	http://news.163.com/17/0506/00/CJN9VUTV00018AOP_mobile.html	8	2	2
2	 北京周边旅游 交通	http://www.visitbeijing.com.cn/play/urban/themes/n215174827.html	2	3	3
3	海淀死飞店	http://poi.mapbar.com/beijing/MAPAQASWCMYNZAHMYIQEZWZ	8	3	2
1	 十个新员工，近期需要进行新员工培训。请查找一个适合新员工培训时采用，大约十人参与的破冰游戏的玩法	http://www.fanwen99.cn/article/%E6%96%B0%E8%BF%9B%E5%91%98%E5%B7%A5%E5%9F%B9%E8%AE%AD.htm	4	1	0
10	 港版iphone支持国内运营商吗	http://www.eeworld.com.cn/xfdz/2014/0911/article_36812.html	1	3	3
3	北京海淀区二手死飞自行车购买	https://www.taobao.com/oshtml/xianyu-cn/cp_19TQ0LO1xa7KvcvAt8k.html	2	2	2
8	谷歌眼镜 功能	http://www.loho88.com/article/136.html	0	3	3
3	北京 久裕	https://www.taobao.com/oshtml/xianyu-cn/cp_vsPUo7uoucQ.html	8	2	2
10	 iPhone 6 港版报价	http://detail.zol.com.cn/390/389389/extraprice_6287_9999.shtml	1	3	3
8	 谷歌眼镜 功能 使用方式 售价	http://tech.sina.com.cn/it/2015-01-26/doc-iawzunex9391610.shtml	7	3	3
2	北戴河景点	http://www.mafengwo.cn/travel-news/203655.html	6	3	3
3	 死飞自行车　购买注意事项	http://www.bikehome.cc/news/20160522/539296_1.html	4	1	1
8	 谷歌眼镜购买	http://www.360doc.com/content/14/0414/07/4249479_368690962.shtml	4	3	3
4	 飞美国 托运须知	http://ask.qyer.com/question/103501.html	7	2	2
3	死飞自行车 价位	http://www.zixingche.me/	3	3	3
11	清华游泳馆 开放时间	http://news.sina.com.cn/o/2017-04-11/doc-ifyeayzu7466234.shtml	5	0	0
4	 行李托运 国际航班 美国	http://ask.qyer.com/question/74618.html	2	2	1
3	死飞自行车 价位	http://www.cntrades.com/b2b/a1135060397/sell/itemid-22534474.html	8	1	0
12	辽宁号的基本信息（如排水量，舰长，舷宽，船员人数，航速，武器装备等）	http://www.sy456.com/lnjhfnh/gchmhfnh/baike_6655.html	5	0	0
4	国际航班对手提行李的重量限制体积限制	https://www.lookmw.cn/doc/onatni.html	10	3	3
7	 戒烟好处和副作用	http://www.jieyanb.com/	4	0	0
1	 新员工培训 10人破冰游戏	http://ask.wenku1.com/question/%E6%96%B0%E5%91%98%E5%B7%A5%E5%9F%B9%E8%AE%AD%E4%BA%92%E5%8A%A8%E5%B0%8F%E6%B8%B8%E6%88%8F.htm	1	3	3
10	香港iPhone6 带回国收税多少	http://www.yuelvxing.com/seek/f/314690	1	3	2
11	 清华大学游泳馆所在地	http://www.meituan.com/ztqhdxyyg	8	2	2
3	 清华 哪儿能买到死飞	http://wenwen.sogou.com/z/q195960763.htm	8	0	0
1	 十人破冰游戏	http://www.wenku1.com/news/363359D5CB36C2D9.html	8	2	2
7	 戒烟好不好	http://bbs.csdn.net/topics/330046651	4	1	1
11	 游泳馆	http://www.dianping.com/search/category/1/45/g151	0	3	2
3	淘宝死飞	https://www.zhihu.com/question/46593251/answer/128984777	1	2	2
10	iPhone6港版 国内运营商	http://finance.sina.com.cn/chanjing/gsnews/20140911/104220264711.shtml	2	1	2
2	 北京周边　旅游	http://www.xialv.com/beijing/zhoubianyou/jingdian	5	2	2
11	 清华大学 游泳馆地点	http://www.city8.com/map/19772.html	9	1	1
4	 飞美国 必须手提	http://money.163.com/17/0518/19/CKOANPVJ002580S6.html	6	1	1
3	北京哪里买死飞	http://www.dianping.com/search/branch/2/0_18152000	1	3	2
4	 飞美国 托运须知	http://beijing.cncn.com/article/90938/	9	3	1
3	北京 死飞 注意事项	http://zuoye.zhishihao.com/zuoye/3735908	1	1	1
4	国际航班 必须手提	http://www.mafengwo.cn/wenda/detail-9521012-9521662.html	2	2	2
2	 黄花城水长城 攻略	http://www.360doc.com/content/16/0116/15/19083799_528393921.shtml	6	3	2
11	 清华大学里的游泳馆	http://map.sogou.com/poi/1_100041311104.htm	9	0	0
3	咸鱼	http://movie.douban.com/review/7460506	3	2	0
12	 辽宁号参数信息	http://www.c-c.com/sale/view-58118565.html	8	1	0
7	戒烟 	http://fyqfs.com/	0	3	3
8	 谷歌眼镜价格	http://search.suning.com/531pn.html	7	3	3
3	北京哪里买死飞	http://www.dianping.com/shop/18152000/review_more_5star	6	0	0
11	清华陈明游泳馆	http://zh.wikipedia.org/wiki/%E6%B8%85%E5%8D%8E%E5%A4%A7%E5%AD%A6%E6%B8%B8%E6%B3%B3%E9%A6%86	3	0	0
2	 北京周边3日游	http://www.yododo.com/area/ask/012C7747BA8A225FFF8080812C7530E0?allanswer=y	5	2	1
4	 国际航班 手提行李 液体	http://www.360doc.com/content/16/0304/08/477274_539267630.shtml	0	3	3
1	 10人 新员工破冰游戏	http://www.tuozhan110.com/tzyx/pbyx/2082.html	7	2	2
4	国际航班 必须托运物品	http://ask.wenku1.com/question/%E5%9B%BD%E8%88%AA%E8%A1%8C%E6%9D%8E%E6%89%98%E8%BF%90%E6%96%B0%E8%A7%84%E5%AE%9A.htm	5	3	3
3	北京  死飞自行车售卖	http://t.qq.com/p/t/291025062290033	2	3	2
2	5月 北京周边旅行 便利 价值	http://www.aoyou.com/search/b1-l8952/	3	0	0
12	百度百科	https://zhidao.baidu.com/question/648215917969885965.html	1	2	2
12	百度百科	http://movie.douban.com/review/2102764/	3	1	0
12	辽宁号 与各国航母比较	http://www.cn486.com/v0yvyzv6gv03v60ay2v000ggv2g4ygv8ga0zv000y9v5ygg5v80vg6/8t4ay340675zv630485y2zt6.html	0	1	1
12	辽宁号与其他国家航母比较	http://news.uc.cn/a_3080097636876858697/	7	0	0
3	 死飞的购买渠道购买、注意事项和价格区间	http://www.110.com/fagui/law_73402.html	6	0	0
2	北戴河酒店	http://lxs.cncn.com/66364/n570014	2	3	1
1	 破冰游戏	http://www.360doc.com/content/11/0929/19/6178936_152220337.shtml	5	3	2
12	 航母的战略意义	http://ask.wenku1.com/question/%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0%E7%9A%84%E6%84%8F%E4%B9%89.htm	8	3	3
4	 国际航班 行李 必须随身携带	http://ask.qyer.com/question/3314060.html	8	2	1
1	 公司 破冰	http://finance.sina.com.cn/g/20100108/02397211050.shtml	6	0	0
3	死飞 价格 	http://www.douban.com/group/topic/82435857/	4	1	1
8	 Google眼镜功能用法	http://www.douban.com/note/322939495/	0	0	0
2	 北京周边旅行  十天	http://bj.58.com/zhoubianyou/pve_8696_6/	8	3	2
3	 骑死飞的注意事项’	http://www.cnmo.com/baina/articles/435878.html	0	1	0
3	北京 久裕 死飞	http://item.taobao.com/item.htm?id=535631359269	2	2	1
11	 清华游泳馆 游泳卡价格	http://www.dianping.com/review/32362998	1	2	2
8	 谷歌眼镜 使用方法	http://www.pps.tv/w_19rr85vu7p.html	1	3	3
3	 死飞自行车　价格	http://www.zixingche.me/	6	3	3
3	死飞 能淘宝买吗	http://www.xanet110.com/key972607.html	7	1	1
12	 辽宁号 基本信息	http://www.360doc.com/content/13/0619/22/6748870_294148778.shtml	9	2	2
11	 清华大学 游泳馆 对学生开放时间	http://www.tsinghua.edu.cn/publish/thunews/9839/2011/20110225232003671286844/20110225232003671286844_.html	7	1	1
10	 在香港购买iphone6	http://www.mafengwo.cn/wenda/detail-2833074.html	0	3	3
12	辽宁号战略作用	http://ido.3mt.com.cn/Article/201405/show3662982c30p1.html	4	2	2
12	相对于其他国家的航母，辽宁号的优势和劣势	http://www.xueersi.com/xue/shiti/49752.html	2	0	0
3	 清华附近购买死飞自行车注意事项	http://www.pcauto.com.cn/news/changshang/0903/807536.html	2	0	0
10	 iphone6港版　国内运营商	http://tech.sina.com.cn/t/2014-09-02/18159591014.shtml?wb_uid=&wb_mid=3750498504635788	0	2	2
2	天津七里海湿地公园	http://www.yododo.com/area/1-01-26-01-24908	1	2	2
2	 北京周边旅行  	http://www.ujj.com.cn/	2	3	2
4	 飞美国 必须托运	http://share.renren.com/share/416032200/13440740870	4	0	0
3	 死飞自行车 购买 海淀区	http://www.dianping.com/brands/b81412843s20	7	1	1
10	京东	http://www.jd.hk/	5	3	2
10	 港版iphone是否支持国内运营商网络等信息	http://stock.eastmoney.com/news/1611,20140910421916366.html	6	2	2
3	清华附近死飞实体店	http://wd.chanpinmulu.com/chanpin-nayoumaisifei.html	2	0	0
3	北京 久裕 死飞 地图	http://page.renren.com/601428752/channel-statuslist	0	2	1
11	 清华游泳馆 游泳卡价格	https://www.taobao.com/oshtml/xianyu-cn/cp_vaHJ7dPO076_qLGxvqk.html	9	1	1
3	清华附近购买死飞	http://gw.xuanliwang.com/cncn/ee3p03vul3ctfsdj4.html	2	1	0
2	 北京 蜂窝网	http://www.jdzj.com/products/2012-4-14/25649021-1.html	4	0	0
2	5月去秦皇岛	http://www.cncn.com/xianlu/630984506874/relate	3	3	3
3	 死飞店 清华附近	http://iask.sina.com.cn/key/59afc10584aec7df125fa254.html	5	1	1
10	 香港iPhone6 关税	http://tech.sina.com.cn/t/2014-09-26/09409648836.shtml	4	1	1
12	 辽宁舰航速和武器装备	http://bbs.tianya.cn/post-worldlook-1128632-1.shtml	4	3	2
3	 清华大学附近死飞自行车的购买渠道、价格以及注意事项	http://bj.58.com/shuangyushu/changdizixingche/g9/pve_6106_501_1000/	4	1	1
11	 清华大学陈明游泳馆 营业时间	http://www.dianping.com/review/44217190	6	3	3
10	香港iPhone6 国内运营商	http://qh.people.com.cn/n/2014/0915/c182778-22313466.html	5	2	2
3	 死飞自行车实体店	http://www.dianping.com/brands/b81412843s0	8	2	2
10	 iphone6港版能否在内地用	http://youxi.xkyn.com/wy-xovouvuxa.htm	1	2	2
3	死飞自行车 价格	http://www.51sole.com/so1673503.html	5	3	3
11	 清华游泳馆 在哪里	http://www.dianping.com/shop/2340301/map	0	3	3
2	 北京周边度假	http://www.ujj.com.cn/	3	3	2
2	 北京周边 旅游 省钱 方便	http://ask.wenku1.com/question/%E5%8C%97%E4%BA%AC%E5%91%A8%E8%BE%B9%E8%87%AA%E9%A9%BE%E6%B8%B8.htm	4	2	2
10	 iphone6港版要交关税吗	http://www.zhihu.com/question/26113198/answer/32161360	8	1	1
10	在香港买iphone6用缴纳关税吗	http://www.yuelvxing.com/seek/t/21823648	2	3	3
4	国际航班 必须托运的东西	http://k.pcauto.com.cn/question/336389.html	3	3	3
3	北京  死飞自行车售卖	http://oesee.com/129487.html	9	1	0
3	清华大学自行车店	http://map.sogou.com/poi/1_100040635274.htm	7	0	0
10	 香港iPhone6 关税	http://www.qgtong.com/xfsd/wptg/201409/62069.html	2	2	2
3	 死飞自行车	http://sifei.h.baike.com/	5	1	1
8	 谷歌眼镜 淘宝	http://china.toocle.com/comments/news-6974745.1.html	6	1	1
2	去哪儿	http://car.qunar.com/	3	3	1
1	 新员工培训  孤岛求生	http://www.xiaofantian.com/tuozhan/t/825.html	5	2	1
11	 清华大学游泳馆校内价格	http://www.dianping.com/review/60131989	1	1	1
2	北京周边游玩 一周	http://beijing.cncn.com/article/93197/	2	2	2
3	清华大学 自行车 	http://edu.gansudaily.com.cn/system/2008/08/25/010816051.shtml	3	1	1
10	港版iphone售价	http://product.it168.com/detail/doc/428169/index.shtml	4	3	1
3	京东	https://vip.jd.com/	0	3	2
2	北京周边  游玩一周	http://www.xialv.com/beijing/zhoubianyou	0	3	2
2	 北京周边 旅游 花费 活动 距离	http://www.51test.net/show/6460729.html	3	2	2
3	死飞自行车的注意事项和价格区间	http://www.chinanews.com/ty/2013/03-19/4654832.shtml	5	2	2
10	香港买iphone6	http://weibo.com/p/1001603753273441036767	8	3	3
3	 清华西门 死飞公园	http://poi.mapbar.com/beijing/MAPICEZBZAQOFWZAXASIC	0	3	2
10	港版iPhone支持国内运营商网络	http://www.zhihu.com/question/25285069/answer/30903180	9	3	3
10	 iPhone6 香港售价	http://go.cqmmgo.com/forum-5-thread-97001414374117700-1-1.html	8	3	2
3	 清华大学 死飞自行车	http://item.taobao.com/item.htm?id=553805746052	5	2	2
10	 iphone6 香港买	http://travel.163.com/14/0913/13/A61B5Q4400063JSA.html	3	2	1
4	 国际航班 行李 必须托运	http://www.fengniao.com/pe/0_673471.html	1	3	3
10	香港 iphone 关税	http://iphone.tgbus.com/faq/201201/20120117191134.shtml	2	3	3
12	 辽宁号特点	http://sz.ganji.com/fuwu_dian/1108149932x/tiaoweipin/	3	1	1
3	 死飞 注意事项	http://www.douban.com/group/topic/82454124/	5	3	2
10	 港版iphone6价格	http://money.163.com/14/0912/01/A5TGCKRB00253B0H.html	8	3	3
1	 新员工培训时大概十个人参与的破冰游戏的玩法	http://www.wenku1.com/list/%E6%96%B0%E5%91%98%E5%B7%A5%E5%85%A5%E8%81%8C%E7%A0%B4%E5%86%B0%E6%B8%B8%E6%88%8F/	2	2	2
12	航母战略价值	http://www.docin.com/app/teamMessage/showTeamTalk?teamId=3289&cardId=4692465	1	2	2
4	 飞美国 哪些行李必须随身	http://you.ctrip.com/asks/detail249/361283.html	2	1	1
7	 戒烟方式，好处及副作用	http://www.120ask.com/hot/142703/	7	2	2
11	 清华大学陈明游泳馆办卡	http://www.dianping.com/review/23584591	5	2	3
4	 美国航空　行李	http://www.americanairlines.cn/i18n/travelInformation/baggage/checked-baggage.jsp	3	2	2
2	 北京周边十天旅游	https://www.keyunzhan.com/tianqi/liuku	5	0	0
2	 北京周边有哪些好玩的	http://wan.cncn.com/guide_11499.htm	3	3	2
8	 googleglass	http://cn.engadget.com/tag/GoogleGlass/	4	2	1
10	如何在香港购买iphone	http://www.mafengwo.cn/wenda/detail-7583090.html	6	3	3
11	 清华大学游泳馆 会员卡办理	http://fenlei.iask.sina.com.cn/detail/29119187.html	5	2	2
12	 辽宁号 比较	http://www.chinaiiss.com/comment/237/90300.html	0	2	1
2	京郊园博园 攻略	http://www.nettvl.com/zl/q-163556.html	4	3	2
2	北京周边旅游	http://www.bjqlg.com/	6	3	3
1	 新员工培训时大概十个人参与的破冰游戏的玩法	http://www.360doc.com/content/16/0607/10/32290017_565719895.shtml	5	2	2
7	戒烟的副作用	http://www.xywy.com/bj/y/20140331_793813.html	7	1	1
4	 国际航班托运物品规定	http://ask.wenku1.com/question/%E5%9B%BD%E8%88%AA%E8%A1%8C%E6%9D%8E%E6%89%98%E8%BF%90%E6%96%B0%E8%A7%84%E5%AE%9A.htm	9	3	3
7	戒烟 	http://www.jieyanqu.com/	6	3	2
3	清华大学西门实体店 死飞自行车	http://youbian.mapbar.com/suzhou1_I30/	3	0	0
4	 国际 必须托运	http://www.baike.com/wiki/%E5%9B%BD%E9%99%85%E8%A1%8C%E6%9D%8E%E6%89%98%E8%BF%90	0	2	2
10	 在香港买iphone6如何带回	http://youxi.xkyn.com/wy-oovvninvvxnkoyikuar.htm	0	2	3
3	 清华大学自行车购买死飞	http://edu.gansudaily.com.cn/system/2008/08/25/010816051.shtml	3	1	1
2	天津七里海湿地公园	http://www.mafengwo.cn/wenda/detail-9118631.html	4	1	1
2	延庆 旅游	http://www.chachaba.com/news/travel/guonei/20140411_179043.html	5	3	2
4	 美国航空　行李	http://www.mafengwo.cn/wenda/detail-6556677.html	10	3	1
7	 戒烟的方法	http://www.39yst.com/zhuanti/jieyan/	5	2	2
7	 戒烟 有效方法	http://tag.120ask.com/jingyan/8lwvrf71yvwm3lsky4.html	8	3	3
10	港版 iphone6缴纳关税	http://www.qgtong.com/xfsd/wptg/201409/62069.html	1	1	1
8	 谷歌眼睛	http://www.pedaily.cn/tag/57492/	7	1	1
3	 北京周边 旅游	http://www.xialv.com/beijing/zhoubianyou	9	3	2
10	 港版iPhone6比大陆iphone6便宜	http://tech.163.com/15/0911/07/B37EB5IL000915BD.html	2	1	2
10	香港iPhone6价格	http://bbs.jysq.net/thread-9969398-1-1.html	2	3	2
3	 死飞的价格区间	http://www.baixing.com/ershouzixingche/m177950/	4	3	2
2	 北京周边景区 交通	http://max.book118.com/html/2015/0829/24259432.shtm	3	3	2
2	 北京周边 5月 旅行	http://s.cncn.com/beijing/35d4c2b1b1bea9	5	1	1
3	 死飞自行车 购买 海淀区	http://finance.china.com.cn/consume/20170405/4162498.shtml	9	1	0
3	 死飞自行车　价格	http://coolsifei.com/	0	0	0
11	 清华游泳馆 学生票价	http://www.dianping.com/topic/s_c_2_151_r16229_d225317	5	0	0
10	香港iPhone6 带回国收税多少	http://bbs.16fan.com/thread-339726-1-1.html	0	2	1
3	死飞 转让	http://yangjiang.ganji.com/zixingchemaimai/734291834x.htm	1	3	2
2	北京周边 夏季休假	http://bj.58.com/zhoubianyou/17120786532361x.shtml	5	2	2
11	 清华大学游泳馆 所在地 开放时间 学生票价格 办理游泳卡价格	http://www.yacol.com/bjsports/swimming0009.html	2	1	1
2	 五一北京周边 旅游	http://www.nettvl.com/zl/q-587955.html	6	3	2
2	秦皇岛	http://qinhuangdao.edushi.com/	5	1	1
4	 飞美国 托运须知	http://www.meijialx.com/city-detail-content/info_id:34020	0	3	3
10	 iphone6  香港  购买	http://bbs.16fan.com/thread-338269-1-1.html	7	1	1
11	 清华大学地图	http://campusmap.cc.nthu.edu.tw/	4	2	1
2	北京周边 7天	http://www.fengniao.com/pe/0_1020237.html	7	1	0
10	 iphone6价格	http://product.pcpop.com/000705310/Index.html	9	2	2
11	 清华游泳馆 学生票价	http://hb.qq.com/a/20170620/011887.htm	8	1	1
2	 5月 北京周边 度假	http://www.fang.com/ask/travel/TravelAnswer_7650882_0/	4	3	2
11	 清华大学游泳卡多少钱	http://tieba.baidu.com/p/5451553993	5	1	1
11	 清华大学游泳馆 冬天 开放时间	http://www.newsmth.net/bbstcon.php?board=Swimming&gid=756975&start=756975&pno=2	2	2	2
3	 死飞自行车　购买注意事项	http://tieba.baidu.com/p/3755383657	8	1	1
1	 10人破冰游戏	http://www.360doc.com/content/13/0114/10/26949_260061967.shtml	2	3	3
10	 香港买iphone6支持国内网络吗	http://tech.163.com/14/0902/08/A54I7QVR00094ODV.html	3	2	2
4	国际航班对手提行李的重量限制体积限制，对托运行李的重量限制体积限制	http://www.hui-chao.com/zx-zkqzkxxqb.html	1	2	2
3	清华大学附近 购买死飞 	http://www.01hr.com/jobs/qinghuadaxue/219409.html	7	0	0
3	死飞清华附近	http://www.chinanews.com/sh/2013/07-04/5000909.shtml	5	1	2
1	员工破冰游戏 十人	http://ask.wenku1.com/question/%E5%91%98%E5%B7%A5%E5%85%A5%E8%81%8C%E5%9F%B9%E8%AE%AD%E6%B8%B8%E6%88%8F.htm	2	2	2
12	 辽宁舰的优势与劣势	http://ido.3mt.com.cn/Article/201209/show2768136c30p1.html	6	2	2
8	 谷歌眼镜 测评	http://tech.sina.com.cn/i/2013-05-05/10598305633.shtml	5	3	3
4	 国际航班液体行李要求	http://fanwen.wenku1.com/article/64994680.html	7	3	3
1	 10人 新员工破冰游戏	http://www.caoxy.com/news/1902.html	8	3	3
12	 辽宁号相比其他航母的优劣	http://bbs.gxsky.com/thread-11196138-1-1.html	0	2	2
7	 戒烟方法	http://fyqfs.com/	1	3	2
12	辽宁号排水量	https://zhidao.baidu.com/question/578206998.html	1	2	2
3	海淀死飞店	http://bj.58.com/qinghe/changdizixingche/g9/pve_6106_2001_3000/	9	1	1
10	港版iPhone6是否需要关税	http://news.cnhan.com/html/193/2015/0123/107480.html	5	3	3
4	 国际航班 违禁物品	https://www.aircanada.com/cn/zh/aco/home/plan/baggage/restricted-and-prohibited-items.html	0	2	1
11	 清华游泳馆 学生票价	http://www.dianping.com/review/32525384	4	3	3
10	 iphone6国货售价	http://product.it168.com/detail/doc/818761/index.shtml	4	3	2
4	 国际航班 手提行李 质量体积	http://www.tao2tao.com/payment/167/2035916	9	2	2
2	5月 北京周边旅行 消费 体验	http://finance.sina.com.cn/roll/2017-05-05/doc-ifyeycfp9266753.shtml	6	1	0
12	 辽宁舰  其他国家 对比	http://military.people.com.cn/n1/2017/0427/c1011-29239355.html	5	1	1
3	 清华 死飞	http://poi.mapbar.com/beijing/MAPICEZBZAQOFWZAXASIC	1	2	2
4	 国际 必须托运	http://www.fedex.com/tw/services/wwservices.html	2	1	1
2	 北京周边 休假	http://www.cncn.com/xianlu/747953499366/relate	9	3	2
2	 北京周边七日游	http://bj.58.com/beijingzhoubian/dlgc/pve_5500_1_pve_5877_1001_2000_pve_7588_7_7/	8	2	1
10	港版iPhone 是否需要缴纳关税 	http://www.customslawyer.cn/xfsd/wptg/201409/61496.html	0	2	2
2	 五月份北京周边一周游	http://www.mafengwo.cn/wenda/detail-5270821.html	1	1	1
10	香港购买iphone是否需要缴纳关税	http://china.coovee.net/business1/SmallSort31824224/Index.Html	7	1	1
12	 辽宁号 优势	https://v.qq.com/x/page/e0022mtxsp8.html	5	2	0
2	5月 北京周边旅行 消费 体验	http://www.cncn.com/xianlu/538184284539/relate	2	1	1
3	 死飞自行车 购买	http://www.qiugouxinxi.net/gyinfo/detail_gy-37606171.htm	3	2	1
12	辽宁号战略作用	http://bbs.meyet.com/thread-422116-1-1.html	8	1	1
12	相比于其他航母辽宁号的优劣	https://www.wukong.com/question/6413123379905167617/	2	3	2
2	 5月北京周边旅游	http://ask.qyer.com/question/1386661.html	5	1	1
4	国际航班 携带 液体	http://www.360doc.com/content/16/0414/00/31077513_550429282.shtml	5	1	1
7	戒烟好处	http://www.jieyanri.com/jieyan/20161229000000.html	0	3	1
11	 清华陈明游泳馆	http://blog.renren.com/share/1653284050/11973416502	1	3	3
2	 5月 北京一周旅游	http://you.ctrip.com/asks/beijing1/575343.html	0	0	0
4	 飞美国 随身行李尺寸重量限制	http://www.17house.com/zt/ask/52/1191066.htm	9	3	3
12	 辽宁号的优势	https://v.youku.com/v_show/id_XMjc0MzIzNDk3Ng==.html	4	3	2
3	 清华大学附近如何购买死飞自行车	http://iask.sina.com.cn/key/59afc10584aec7df125fa254.html	1	1	1
12	辽宁号的历史	http://www.jyeoo.com/history/ques/detail/2a1373ed-4122-4730-ac95-178eee12fed5	2	1	1
4	 国际航班行李托运体积重量限制	http://www.csair.com/au/zh/tourguide/luggage_service/carryon_luggage/	1	3	3
