,id,studentID,task_id,answer,content
467,578,2018000002,10,三大移动网络均支持,"TIMESTAMP=1513411950204	USER=2018000002	TASK=10	ACTION=ANSWER_QUESTION	INFO:	answer=三大移动网络均支持
"
468,579,2018000002,1,查找适合新员工培训的大约十人参与的破冰游戏及玩法。,"TIMESTAMP=1513412007527	USER=2018000002	TASK=1	ACTION=DESCRIPTION	INFO:	answer=查找适合新员工培训的大约十人参与的破冰游戏及玩法。
"
469,580,2018000002,1,拔河；分组，准备绳子。,"TIMESTAMP=1513412181361	USER=2018000002	TASK=1	ACTION=ANSWER_QUESTION	INFO:	answer=拔河；分组，准备绳子。
"
470,581,2018000002,12,查找辽宁号的基本信息（如排水量，舰长，舷宽，船员人数，航速，武器装备等），辽宁号的历史，航母能起到的战略作用，辽宁号的优势和劣势等。,"TIMESTAMP=1513412227856	USER=2018000002	TASK=12	ACTION=DESCRIPTION	INFO:	answer=查找辽宁号的基本信息（如排水量，舰长，舷宽，船员人数，航速，武器装备等），辽宁号的历史，航母能起到的战略作用，辽宁号的优势和劣势等。
"
471,582,2018000002,12,"辽宁号航空母舰（简称“辽宁舰”），弦号16，是中国人民解放军海军第一艘可以搭载固定翼飞机的航空母舰。其前身是苏联海军的库兹涅佐夫元帅级航空母舰次舰瓦良格号，改装后中国将其称为001型航空母舰。
吃水	10.5米
舰宽	75米
标准排水量	55000吨
舰长	304.5米
满载排水量	67500吨
航速	29节
它标志着中国告别了无航母时代，但与其他国家航母相比，辽宁号的战斗力与动力都不占优势。","TIMESTAMP=1513412613922	USER=2018000002	TASK=12	ACTION=ANSWER_QUESTION	INFO:	answer=辽宁号航空母舰（简称“辽宁舰”），弦号16，是中国人民解放军海军第一艘可以搭载固定翼飞机的航空母舰。其前身是苏联海军的库兹涅佐夫元帅级航空母舰次舰瓦良格号，改装后中国将其称为001型航空母舰。
吃水	10.5米
舰宽	75米
标准排水量	55000吨
舰长	304.5米
满载排水量	67500吨
航速	29节
它标志着中国告别了无航母时代，但与其他国家航母相比，辽宁号的战斗力与动力都不占优势。
"
472,583,2018000002,8,查询“谷歌眼镜”的功能、使用方式和售价。,"TIMESTAMP=1513412659259	USER=2018000002	TASK=8	ACTION=DESCRIPTION	INFO:	answer=查询“谷歌眼镜”的功能、使用方式和售价。
"
473,584,2018000002,8,"控制音乐播放、规划出行路线、拍照、操作声控系统,以及进行视频聊天等","TIMESTAMP=1513412925776	USER=2018000002	TASK=8	ACTION=ANSWER_QUESTION	INFO:	answer=控制音乐播放、规划出行路线、拍照、操作声控系统,以及进行视频聊天等
"
474,585,2018000002,2,从花费（包括交通、住宿和娱乐），价值（度假时可以进行那些活动）和方便程度三方面考虑，查找一个合适5月花费一周旅行的北京周边的目的地。,"TIMESTAMP=1513413018516	USER=2018000002	TASK=2	ACTION=DESCRIPTION	INFO:	answer=从花费（包括交通、住宿和娱乐），价值（度假时可以进行那些活动）和方便程度三方面考虑，查找一个合适5月花费一周旅行的北京周边的目的地。
"
475,586,2018000002,2,"上庄水库、拒马河、内蒙古草原、门头沟区

门头沟区：距离适中，景点集中，五一前往适逢各种当地节日，花费小性价比高，餐饮住宿均舒适便利。","TIMESTAMP=1513413486318	USER=2018000002	TASK=2	ACTION=ANSWER_QUESTION	INFO:	answer=上庄水库、拒马河、内蒙古草原、门头沟区

门头沟区：距离适中，景点集中，五一前往适逢各种当地节日，花费小性价比高，餐饮住宿均舒适便利。
"
478,589,2015010242,2,小明5月有一周的假期，想去北京周边旅行，从花费，价值和方便程度考虑，选择一个合适的目的地,"TIMESTAMP=1513577487929	USER=2015010242	TASK=2	ACTION=DESCRIPTION	INFO:	answer=小明5月有一周的假期，想去北京周边旅行，从花费，价值和方便程度考虑，选择一个合适的目的地
"
479,590,2015010242,2,"五台山，秦皇岛，长城
最好是五台山，距离合适、交通方便，可以登山健身、避暑赏景，品尝当地食物","TIMESTAMP=1513577907650	USER=2015010242	TASK=2	ACTION=ANSWER_QUESTION	INFO:	answer=五台山，秦皇岛，长城
最好是五台山，距离合适、交通方便，可以登山健身、避暑赏景，品尝当地食物
"
480,591,2015010242,3,在清华附近买死飞的场所，价格,"TIMESTAMP=1513577987766	USER=2015010242	TASK=3	ACTION=DESCRIPTION	INFO:	answer=在清华附近买死飞的场所，价格
"
481,592,2015010242,3,可以选择网购或到学校西门的一群实体店选购。一手车大概500-1000不等，二手200-300元,"TIMESTAMP=1513578457768	USER=2015010242	TASK=3	ACTION=ANSWER_QUESTION	INFO:	answer=可以选择网购或到学校西门的一群实体店选购。一手车大概500-1000不等，二手200-300元
"
482,593,2015010242,12,辽宁号的历史，基本信息，优劣势，航母的作用,"TIMESTAMP=1513578508357	USER=2015010242	TASK=12	ACTION=DESCRIPTION	INFO:	answer=辽宁号的历史，基本信息，优劣势，航母的作用
"
484,595,2015010242,12,辽宁号原名瓦良格号，是我国从乌克兰购入的一艘可用于实战的常规动力中型航母，现作为航母教练舰使用。可携带几十架战斗机，采用上翘的跑道起飞，战略功能尚不强大。,"TIMESTAMP=1513579129773	USER=2015010242	TASK=12	ACTION=ANSWER_QUESTION	INFO:	answer=辽宁号原名瓦良格号，是我国从乌克兰购入的一艘可用于实战的常规动力中型航母，现作为航母教练舰使用。可携带几十架战斗机，采用上翘的跑道起飞，战略功能尚不强大。
"
485,596,2015010242,7,戒烟的好处、副作用与有效的戒烟方式,"TIMESTAMP=1513579242459	USER=2015010242	TASK=7	ACTION=DESCRIPTION	INFO:	answer=戒烟的好处、副作用与有效的戒烟方式
"
487,598,2016011351,8,        查找关于谷歌眼镜的相关信息，包括功能、使用方式、定价等,"TIMESTAMP=1513579336805	USER=2016011351	TASK=8	ACTION=DESCRIPTION	INFO:	answer=        查找关于谷歌眼镜的相关信息，包括功能、使用方式、定价等
"
488,599,2015010242,7,"1.扔掉所有的香烟、打火机、烟灰缸等物品
2.减少或再也不去吸烟者多的场所
3.想吸烟时尝试吃无糖口香糖、喝水、运动等，转移注意力","TIMESTAMP=1513579533120	USER=2015010242	TASK=7	ACTION=ANSWER_QUESTION	INFO:	answer=1.扔掉所有的香烟、打火机、烟灰缸等物品
2.减少或再也不去吸烟者多的场所
3.想吸烟时尝试吃无糖口香糖、喝水、运动等，转移注意力
"
489,600,2015010242,11,清华大学游泳馆的地点、开放时间、票价与办卡政策,"TIMESTAMP=1513579583882	USER=2015010242	TASK=11	ACTION=DESCRIPTION	INFO:	answer=清华大学游泳馆的地点、开放时间、票价与办卡政策
"
490,601,2015010242,11,"清华大学游泳馆在清华校内东操北面，校内学生与教工7元一次，校外大约10元一次，月卡600元30次。开放时间12:00-13:00,14:00-15:30,16:00-17:00,18:00-19:00,19:30-20:30,，21:00-22:00","TIMESTAMP=1513580027683	USER=2015010242	TASK=11	ACTION=ANSWER_QUESTION	INFO:	answer=清华大学游泳馆在清华校内东操北面，校内学生与教工7元一次，校外大约10元一次，月卡600元30次。开放时间12:00-13:00,14:00-15:30,16:00-17:00,18:00-19:00,19:30-20:30,，21:00-22:00
"
491,602,2016011351,8,使用者可以通过眼镜腿上的触摸板进行操作；眼镜上带有显示屏，可以显示时间等内容；可以无需用手，拍摄使用者的第一视角；有语音导航功能；可以检测人体头部等位置的动作；可以装近视镜片；拥有语音、视频聊天，电话短信功能,"TIMESTAMP=1513579939723	USER=2016011351	TASK=8	ACTION=ANSWER_QUESTION	INFO:	answer=使用者可以通过眼镜腿上的触摸板进行操作；眼镜上带有显示屏，可以显示时间等内容；可以无需用手，拍摄使用者的第一视角；有语音导航功能；可以检测人体头部等位置的动作；可以装近视镜片；拥有语音、视频聊天，电话短信功能
"
492,603,2016011351,11,查询清华大学游泳馆的位置、价格、开放时间,"TIMESTAMP=1513579985391	USER=2016011351	TASK=11	ACTION=DESCRIPTION	INFO:	answer=查询清华大学游泳馆的位置、价格、开放时间
"
493,604,2015010242,10,香港iPhone6售价，购买方式，关税，是否支持内地运营商,"TIMESTAMP=1513580101325	USER=2015010242	TASK=10	ACTION=DESCRIPTION	INFO:	answer=香港iPhone6售价，购买方式，关税，是否支持内地运营商
"
494,605,2015010242,10,港版iPhone基本都是全网通，均支持国内移动网络，如果不确定还可以直接咨询店员,"TIMESTAMP=1513580466955	USER=2015010242	TASK=10	ACTION=ANSWER_QUESTION	INFO:	answer=港版iPhone基本都是全网通，均支持国内移动网络，如果不确定还可以直接咨询店员
"
495,606,2015010242,4,国际航班对行李的重量限制体积限制，手提行李能携带多少液体，哪些物品可以手提哪些必须托运,"TIMESTAMP=1513580538776	USER=2015010242	TASK=4	ACTION=DESCRIPTION	INFO:	answer=国际航班对行李的重量限制体积限制，手提行李能携带多少液体，哪些物品可以手提哪些必须托运
"
496,607,2016011351,11,"清华大学游泳馆（陈明游泳馆）位于清华大学内部东大操场北侧，东区浴室东边。如果有学生证价格为7元一次，教工12元一次，外部人员大概20或25元一次（说法不一样）。如果办卡的话学生价格可以降到平均5元一次。营业时间如下：
周一 至 周五12：00—13：00
周六、日 12：00—13：30
周六、日 14：00—15：30
周一 至 周五17：30—18：30
周六、日 17：00—18：30
晚场（第一场）每天晚上20：00—21：00
晚场（第二场）21：30—22：30","TIMESTAMP=1513580442145	USER=2016011351	TASK=11	ACTION=ANSWER_QUESTION	INFO:	answer=清华大学游泳馆（陈明游泳馆）位于清华大学内部东大操场北侧，东区浴室东边。如果有学生证价格为7元一次，教工12元一次，外部人员大概20或25元一次（说法不一样）。如果办卡的话学生价格可以降到平均5元一次。营业时间如下：
周一 至 周五12：00—13：00
周六、日 12：00—13：30
周六、日 14：00—15：30
周一 至 周五17：30—18：30
周六、日 17：00—18：30
晚场（第一场）每天晚上20：00—21：00
晚场（第二场）21：30—22：30

"
497,608,2016011351,3,        死飞自行车的购买渠道和价格区间,"TIMESTAMP=1513580581546	USER=2016011351	TASK=3	ACTION=DESCRIPTION	INFO:	answer=        死飞自行车的购买渠道和价格区间
"
498,609,2015010242,4,根据目的地不同有些许差异，去美加地区的航班对行李要求严一些。一般来说国际航班允许每个人托运2件各不超过23千克的行李，随身携带的登记行李体积、重量更小；禁止携带易燃易爆、刀具武器等危险品；每个人只能携带100ml以内的液体登机且应接受检查。,"TIMESTAMP=1513581054466	USER=2015010242	TASK=4	ACTION=ANSWER_QUESTION	INFO:	answer=根据目的地不同有些许差异，去美加地区的航班对行李要求严一些。一般来说国际航班允许每个人托运2件各不超过23千克的行李，随身携带的登记行李体积、重量更小；禁止携带易燃易爆、刀具武器等危险品；每个人只能携带100ml以内的液体登机且应接受检查。
"
499,610,2015010242,1,10人左右新员工培训的破冰游戏玩法,"TIMESTAMP=1513581083546	USER=2015010242	TASK=1	ACTION=DESCRIPTION	INFO:	answer=10人左右新员工培训的破冰游戏玩法
"
500,611,2016011351,3, 在网上（京东、苏宁易购）购买，如果入门级的话大概几百元就可以，甚至100~200也可以买到一辆；如果想买特别好的就要一两万元，甚至几十万元,"TIMESTAMP=1513581041735	USER=2016011351	TASK=3	ACTION=ANSWER_QUESTION	INFO:	answer= 在网上（京东、苏宁易购）购买，如果入门级的话大概几百元就可以，甚至100~200也可以买到一辆；如果想买特别好的就要一两万元，甚至几十万元
"
501,612,2016011351,1,        查找一个适合10个人左右玩的破冰游戏，新员工培训时采用,"TIMESTAMP=1513581083264	USER=2016011351	TASK=1	ACTION=DESCRIPTION	INFO:	answer=        查找一个适合10个人左右玩的破冰游戏，新员工培训时采用
"
502,613,2015010242,1,"魔法师变石头
这个游戏需要一位员工带着一块小石头充当魔法师引导游戏展开，通过简单的肢体接触与石头传递增进了解","TIMESTAMP=1513581489142	USER=2015010242	TASK=1	ACTION=ANSWER_QUESTION	INFO:	answer=魔法师变石头
这个游戏需要一位员工带着一块小石头充当魔法师引导游戏展开，通过简单的肢体接触与石头传递增进了解
"
503,614,2015010242,8,Google眼镜的功能 用法与售价,"TIMESTAMP=1513581547386	USER=2015010242	TASK=8	ACTION=DESCRIPTION	INFO:	answer=Google眼镜的功能 用法与售价
"
504,615,2016011351,1," 解手链
员工们站在一起，然后把手分别和对面的和旁边的一个人的手连起来，在不松手的情况下使所有人变成一个环","TIMESTAMP=1513581701638	USER=2016011351	TASK=1	ACTION=ANSWER_QUESTION	INFO:	answer= 解手链
员工们站在一起，然后把手分别和对面的和旁边的一个人的手连起来，在不松手的情况下使所有人变成一个环
"
505,616,2015010242,8,不需要动手即可拍照录视频录音，有导航、地图功能，可支持英语对话,"TIMESTAMP=1513581825577	USER=2015010242	TASK=8	ACTION=ANSWER_QUESTION	INFO:	answer=不需要动手即可拍照录视频录音，有导航、地图功能，可支持英语对话
"
506,617,2016011351,7,        戒烟的好处、副作用及方式,"TIMESTAMP=1513581717588	USER=2016011351	TASK=7	ACTION=DESCRIPTION	INFO:	answer=        戒烟的好处、副作用及方式
"
507,618,2016011351,7,"1. 如果患有心血管疾病，不要突然戒烟，要循序渐进
2. 可以通过写下戒烟理由；逐步削减吸烟频率；丢掉吸烟用具；避免参加吸烟活动；饭后多喝水吃水果；口香糖替代；运动；喝水等方法戒烟
3. 如果实在不行，可以通过尼古拉替代治疗法；戒烟贴；鼻腔喷雾器等方法戒烟","TIMESTAMP=1513582283319	USER=2016011351	TASK=7	ACTION=ANSWER_QUESTION	INFO:	answer=1. 如果患有心血管疾病，不要突然戒烟，要循序渐进
2. 可以通过写下戒烟理由；逐步削减吸烟频率；丢掉吸烟用具；避免参加吸烟活动；饭后多喝水吃水果；口香糖替代；运动；喝水等方法戒烟
3. 如果实在不行，可以通过尼古拉替代治疗法；戒烟贴；鼻腔喷雾器等方法戒烟
"
508,619,2016011351,12,辽宁号的基本信息、历史、战略作用、相比其他国家的优劣势等,"TIMESTAMP=1513582391787	USER=2016011351	TASK=12	ACTION=DESCRIPTION	INFO:	answer=辽宁号的基本信息、历史、战略作用、相比其他国家的优劣势等
"
509,620,2016011351,12,辽宁号原名瓦格良号，原属于苏联，因为苏联解体未能建设完毕，归属于乌克兰海军，并于1995年退出编制。中国于1999年以2000万美元的价格将瓦格良号买下，并花费3年时间，3000万美元，于2002年3月3日将其运到大连港。随后几年间，海军对瓦格良号进行改造，并改名为辽宁号，于2012年9月正式交付海军使用。它排水量56000-61000吨，舰长304.5米，舷宽70.5米，船员人数1960人，航速30节，武器配备红旗-10舰对空导弹系统x3，1130近防炮x3，RBU-12000反潜火箭x2，24管干扰弹发射器x6。,"TIMESTAMP=1513583499063	USER=2016011351	TASK=12	ACTION=ANSWER_QUESTION	INFO:	answer=辽宁号原名瓦格良号，原属于苏联，因为苏联解体未能建设完毕，归属于乌克兰海军，并于1995年退出编制。中国于1999年以2000万美元的价格将瓦格良号买下，并花费3年时间，3000万美元，于2002年3月3日将其运到大连港。随后几年间，海军对瓦格良号进行改造，并改名为辽宁号，于2012年9月正式交付海军使用。它排水量56000-61000吨，舰长304.5米，舷宽70.5米，船员人数1960人，航速30节，武器配备红旗-10舰对空导弹系统x3，1130近防炮x3，RBU-12000反潜火箭x2，24管干扰弹发射器x6。
"
510,621,2016011351,4,        国际航班对手提行李、托运行李的重量、体积限制，以及手提行李中能带多少液体，哪些物品必须手提，哪些物品必须托运等,"TIMESTAMP=1513583594190	USER=2016011351	TASK=4	ACTION=DESCRIPTION	INFO:	answer=        国际航班对手提行李、托运行李的重量、体积限制，以及手提行李中能带多少液体，哪些物品必须手提，哪些物品必须托运等
"
511,622,2016011351,4,"1. 去美国最多带两件不超过32kg的物品
2. 携带液体没件不超过100ml，总计不超过1000ml
3. 刀具必须托运","TIMESTAMP=1513584427815	USER=2016011351	TASK=4	ACTION=ANSWER_QUESTION	INFO:	answer=1. 去美国最多带两件不超过32kg的物品
2. 携带液体没件不超过100ml，总计不超过1000ml
3. 刀具必须托运
"
512,623,2016011351,10,        国内和香港的iphone6售价，如何在香港购买，是否需要关税，是否支持运营商网络等,"TIMESTAMP=1513584474533	USER=2016011351	TASK=10	ACTION=DESCRIPTION	INFO:	answer=        国内和香港的iphone6售价，如何在香港购买，是否需要关税，是否支持运营商网络等
"
513,624,2016011351,10,        港版iphone支持移动、联通，不支持电信,"TIMESTAMP=1513585080992	USER=2016011351	TASK=10	ACTION=ANSWER_QUESTION	INFO:	answer=        港版iphone支持移动、联通，不支持电信
"
514,625,2016011351,2,        从花费、价值、方便程度找一个合适的北京周边的旅游目的地,"TIMESTAMP=1513585118875	USER=2016011351	TASK=2	ACTION=DESCRIPTION	INFO:	answer=        从花费、价值、方便程度找一个合适的北京周边的旅游目的地
"
515,626,2016011351,2,        白洋淀 风景优美 可以划船 价格还可以 离得近,"TIMESTAMP=1513585387555	USER=2016011351	TASK=2	ACTION=ANSWER_QUESTION	INFO:	answer=        白洋淀 风景优美 可以划船 价格还可以 离得近
"
518,629,2017310385,3,        在清华附近买一辆死飞，需要购买渠道，价格区间和注意事项,"TIMESTAMP=1513647914174	USER=2017310385	TASK=3	ACTION=DESCRIPTION	INFO:	answer=        在清华附近买一辆死飞，需要购买渠道，价格区间和注意事项
"
520,631,2017310385,3,        在清华西门或者东升车行可以购买死飞自行车，价格在500~1200，注意安全措施。,"TIMESTAMP=1513648661928	USER=2017310385	TASK=3	ACTION=ANSWER_QUESTION	INFO:	answer=        在清华西门或者东升车行可以购买死飞自行车，价格在500~1200，注意安全措施。
"
521,632,2017310385,10,        在香港买iphone6和内地买价格怎么样，从香港买回来需要付关税吗，港版iphone支持内地三大运营商吗,"TIMESTAMP=1513648740021	USER=2017310385	TASK=10	ACTION=DESCRIPTION	INFO:	answer=        在香港买iphone6和内地买价格怎么样，从香港买回来需要付关税吗，港版iphone支持内地三大运营商吗
"
523,634,2018000003,8,        谷歌眼镜功能，使用方式，售价,"TIMESTAMP=1513648934431	USER=2018000003	TASK=8	ACTION=DESCRIPTION	INFO:	answer=        谷歌眼镜功能，使用方式，售价
"
524,635,2017310385,10,        港版iphone支持国内移动网络，可以在香港appstore，丰泽，百老汇购买，把iphoe带回国需要缴关税，港版iphone大约比内地便宜几百甚至上千块。,"TIMESTAMP=1513649254592	USER=2017310385	TASK=10	ACTION=ANSWER_QUESTION	INFO:	answer=        港版iphone支持国内移动网络，可以在香港appstore，丰泽，百老汇购买，把iphoe带回国需要缴关税，港版iphone大约比内地便宜几百甚至上千块。
"
525,636,2017310385,1,        查找适合10个新员工培训时的破冰游戏,"TIMESTAMP=1513649293564	USER=2017310385	TASK=1	ACTION=DESCRIPTION	INFO:	answer=        查找适合10个新员工培训时的破冰游戏
"
526,637,2018000003,8,        可以查看时间天气，导航，做备忘录，自动摄影摄像,"TIMESTAMP=1513649337896	USER=2018000003	TASK=8	ACTION=ANSWER_QUESTION	INFO:	answer=        可以查看时间天气，导航，做备忘录，自动摄影摄像
"
528,639,2018000003,1,        十人破冰游戏玩法，用作新员工培训,"TIMESTAMP=1513649386912	USER=2018000003	TASK=1	ACTION=DESCRIPTION	INFO:	answer=        十人破冰游戏玩法，用作新员工培训
"
529,640,2017310385,1,       抢座子，需要八张椅子,"TIMESTAMP=1513649512653	USER=2017310385	TASK=1	ACTION=ANSWER_QUESTION	INFO:	answer=       抢座子，需要八张椅子
"
530,641,2017310385,11,        清华大学游泳馆在冬天的开放时间、地点、价格以及办理游泳卡的价格,"TIMESTAMP=1513649557140	USER=2017310385	TASK=11	ACTION=DESCRIPTION	INFO:	answer=        清华大学游泳馆在冬天的开放时间、地点、价格以及办理游泳卡的价格
"
531,642,2017310385,11,"    清华大学陈明游泳馆
地址：清华大学双清路30号，东大操场对面；
价格：学生凭证7块钱每次，办卡后五块钱每次；办卡是150块钱，对应30次，有效时间一个月。
时间是上午8：00到晚上10：30","TIMESTAMP=1513649784884	USER=2017310385	TASK=11	ACTION=ANSWER_QUESTION	INFO:	answer=    清华大学陈明游泳馆
地址：清华大学双清路30号，东大操场对面；
价格：学生凭证7块钱每次，办卡后五块钱每次；办卡是150块钱，对应30次，有效时间一个月。
时间是上午8：00到晚上10：30
"
532,643,2017310385,7,"        戒烟的好处
戒烟的副作用
有效地戒烟方式","TIMESTAMP=1513649812469	USER=2017310385	TASK=7	ACTION=DESCRIPTION	INFO:	answer=        戒烟的好处
戒烟的副作用
有效地戒烟方式
"
533,644,2018000003,1,"同手同脚
需要绳子及场地","TIMESTAMP=1513649816226	USER=2018000003	TASK=1	ACTION=ANSWER_QUESTION	INFO:	answer=同手同脚
需要绳子及场地
"
534,645,2018000003,11,        清华大学游泳馆位置，开放时间，票价，学生办卡价格,"TIMESTAMP=1513649861466	USER=2018000003	TASK=11	ACTION=DESCRIPTION	INFO:	answer=        清华大学游泳馆位置，开放时间，票价，学生办卡价格
"
535,646,2017310385,7,"        1. 不要试图一蹴而就，应该循序渐进，逐渐减少抽烟频率，最终实验戒烟；
        2. 多喝水，多做运动。想抽烟时通过喝水，运动来转移注意力；
        3. 清除吸烟工具，没有打火机等在身旁，可以减轻吸烟的诱惑，提高自制力。","TIMESTAMP=1513650123418	USER=2017310385	TASK=7	ACTION=ANSWER_QUESTION	INFO:	answer=        1. 不要试图一蹴而就，应该循序渐进，逐渐减少抽烟频率，最终实验戒烟；
        2. 多喝水，多做运动。想抽烟时通过喝水，运动来转移注意力；
        3. 清除吸烟工具，没有打火机等在身旁，可以减轻吸烟的诱惑，提高自制力。
"
536,647,2018000003,11,        游泳馆场次开放分中午下午晚上场，学生票价一次7元，30次卡为150元,"TIMESTAMP=1513650125559	USER=2018000003	TASK=11	ACTION=ANSWER_QUESTION	INFO:	answer=        游泳馆场次开放分中午下午晚上场，学生票价一次7元，30次卡为150元
"
537,648,2017310385,2,        五月份一周假期，北京周边，价格（住宿，娱乐，花费）、价值（有意义的活动）、方便三方面考虑,"TIMESTAMP=1513650242516	USER=2017310385	TASK=2	ACTION=DESCRIPTION	INFO:	answer=        五月份一周假期，北京周边，价格（住宿，娱乐，花费）、价值（有意义的活动）、方便三方面考虑
"
538,649,2018000003,12,        辽宁号基本信息，历史，航母的战略作用，辽宁号与别国航母的对比,"TIMESTAMP=1513650256076	USER=2018000003	TASK=12	ACTION=DESCRIPTION	INFO:	answer=        辽宁号基本信息，历史，航母的战略作用，辽宁号与别国航母的对比
"
539,650,2017310385,2,"天津，青岛，大连，内蒙古。
选择青岛：
    碧水蓝天，拂面海风，宁静悠闲。城西还有欧式建筑，著名的道教圣地崂山，另外，还有啤酒和新鲜的海蟹，在较热的五月去很合适。","TIMESTAMP=1513650934331	USER=2017310385	TASK=2	ACTION=ANSWER_QUESTION	INFO:	answer=天津，青岛，大连，内蒙古。
选择青岛：
    碧水蓝天，拂面海风，宁静悠闲。城西还有欧式建筑，著名的道教圣地崂山，另外，还有啤酒和新鲜的海蟹，在较热的五月去很合适。

"
540,651,2018000003,12,        辽宁号原为俄罗斯／苏联航母，苏联解体后被搁置，转卖给乌克兰，后被拍卖给中国。辽宁号初步成型很早，造船工业还不具备把零件小型化的能力，所以体积很大。,"TIMESTAMP=1513651047565	USER=2018000003	TASK=12	ACTION=ANSWER_QUESTION	INFO:	answer=        辽宁号原为俄罗斯／苏联航母，苏联解体后被搁置，转卖给乌克兰，后被拍卖给中国。辽宁号初步成型很早，造船工业还不具备把零件小型化的能力，所以体积很大。
"
541,652,2017310385,12,        辽宁号的基本信息，历史，航母能起到的战略作用，相对于其他国家的航母，辽宁号的优势和劣势,"TIMESTAMP=1513651075807	USER=2017310385	TASK=12	ACTION=DESCRIPTION	INFO:	answer=        辽宁号的基本信息，历史，航母能起到的战略作用，相对于其他国家的航母，辽宁号的优势和劣势
"
542,653,2018000003,3,        清华大学附近死飞自行车购买渠道，注意事项,"TIMESTAMP=1513651207337	USER=2018000003	TASK=3	ACTION=DESCRIPTION	INFO:	answer=        清华大学附近死飞自行车购买渠道，注意事项
"
543,654,2018000003,3,        有998的，也有500到600的,"TIMESTAMP=1513651689616	USER=2018000003	TASK=3	ACTION=ANSWER_QUESTION	INFO:	answer=        有998的，也有500到600的
"
544,655,2018000003,10,        香港与国内iPhone6价格对比，香港买iPhone带回国内的税收以及运营商问题,"TIMESTAMP=1513651781920	USER=2018000003	TASK=10	ACTION=DESCRIPTION	INFO:	answer=        香港与国内iPhone6价格对比，香港买iPhone带回国内的税收以及运营商问题
"
545,656,2017310385,12,       辽宁舰标准排水量为55000吨，舷宽75m，最大航速32节，舰载武装：红旗舰队空导弹系统,"TIMESTAMP=1513651981552	USER=2017310385	TASK=12	ACTION=ANSWER_QUESTION	INFO:	answer=       辽宁舰标准排水量为55000吨，舷宽75m，最大航速32节，舰载武装：红旗舰队空导弹系统
"
546,657,2017310385,4,     国际航班对手提行李，托运行李的重量限制体积限制，手提行李中能携带多少液体，哪些物品必须手提，哪些物品必须托运,"TIMESTAMP=1513652050846	USER=2017310385	TASK=4	ACTION=DESCRIPTION	INFO:	answer=     国际航班对手提行李，托运行李的重量限制体积限制，手提行李中能携带多少液体，哪些物品必须手提，哪些物品必须托运
"
547,658,2018000003,10,        国内移动4G网络支持港版iphone,"TIMESTAMP=1513652212399	USER=2018000003	TASK=10	ACTION=ANSWER_QUESTION	INFO:	answer=        国内移动4G网络支持港版iphone
"
548,659,2018000003,2,        北京周边一周旅行目的地,"TIMESTAMP=1513652386127	USER=2018000003	TASK=2	ACTION=DESCRIPTION	INFO:	answer=        北京周边一周旅行目的地
"
549,660,2017310385,4,"        1. 手提行李总重量不超过7公斤
        2. 具有威慑力的枪支、器械禁运
        3. 药物不能携带，需要托运","TIMESTAMP=1513652496914	USER=2017310385	TASK=4	ACTION=ANSWER_QUESTION	INFO:	answer=        1. 手提行李总重量不超过7公斤
        2. 具有威慑力的枪支、器械禁运
        3. 药物不能携带，需要托运
"
550,661,2017310385,8,谷歌眼镜的功能、使用方式、售价,"TIMESTAMP=1513652544006	USER=2017310385	TASK=8	ACTION=DESCRIPTION	INFO:	answer=谷歌眼镜的功能、使用方式、售价
"
551,662,2017310385,8,"查询并增加日程；
地图功能；
好友互动；
音乐播放；
拍照和摄影；
查询时间，查询天气","TIMESTAMP=1513652768743	USER=2017310385	TASK=8	ACTION=ANSWER_QUESTION	INFO:	answer=查询并增加日程；
地图功能；
好友互动；
音乐播放；
拍照和摄影；
查询时间，查询天气
"
552,663,2018000003,2,"        平谷度假村，天津民俗游，青岛游
天津游价值最高，可以自驾体验，自由度高","TIMESTAMP=1513653033855	USER=2018000003	TASK=2	ACTION=ANSWER_QUESTION	INFO:	answer=        平谷度假村，天津民俗游，青岛游
天津游价值最高，可以自驾体验，自由度高
"
553,664,2018000003,7,        戒烟的好处，弊端，有效的方法,"TIMESTAMP=1513653066835	USER=2018000003	TASK=7	ACTION=DESCRIPTION	INFO:	answer=        戒烟的好处，弊端，有效的方法
"
554,665,2018000003,7,"        1. 多喝水
2. 多运动
3. 常备无糖口香糖","TIMESTAMP=1513653526170	USER=2018000003	TASK=7	ACTION=ANSWER_QUESTION	INFO:	answer=        1. 多喝水
2. 多运动
3. 常备无糖口香糖
"
555,666,2018000003,4,        飞美国航班对手提、托运行李的重量、体积限制，可携带物品的规章制度,"TIMESTAMP=1513653597667	USER=2018000003	TASK=4	ACTION=DESCRIPTION	INFO:	answer=        飞美国航班对手提、托运行李的重量、体积限制，可携带物品的规章制度
"
556,667,2018000003,4,"        1. 手提行李可以有一件行李箱和一件随身物品
2. 重量不限，但体积不能超
3. 禁带液体","TIMESTAMP=1513653923506	USER=2018000003	TASK=4	ACTION=ANSWER_QUESTION	INFO:	answer=        1. 手提行李可以有一件行李箱和一件随身物品
2. 重量不限，但体积不能超
3. 禁带液体
"
559,670,2017270056,8,        查询小明说的谷歌眼镜的相关性能与产品相关信息,"TIMESTAMP=1513663713071	USER=2017270056	TASK=8	ACTION=DESCRIPTION	INFO:	answer=        查询小明说的谷歌眼镜的相关性能与产品相关信息
"
